"loc","pop","locs_per_indiv","age","age_1st_inj","HIV_active","HIV_aware","HIV_suppressed","inj_freq","shared_inj","syringe_share","MOUD","SSP","test_ever","test_1m","ART","ART_adhere"
"spat_dhg1___2",18,5.5,29.0555555555556,22.6666666666667,0.166666666666667,0,0,45.1666666666667,0.601469602455569,0.993055555555556,0.251543209876543,0.11358024691358,0.666666666666667,0,0,0
"spat_cc1___114",17,5.17647058823529,31.1764705882353,23.4117647058824,0.352941176470588,0.333333333333333,0,53.8235294117647,0.440212289221242,0.873433365441038,0.111764705882353,0.0300653594771242,0.470588235294118,0,0,0
"spat_khajuri2___161",31,4.83870967741935,28.8387096774194,22.4193548387097,0.290322580645161,0.555555555555556,0.2,50.741935483871,0.544125092053876,0.934743015897515,0.192114695340502,0.0440860215053764,0.548387096774194,0,0.4,1
"spat_cm1___6",25,5.24,30.92,22.72,0.36,0.333333333333333,0.333333333333333,50.92,0.506100926667256,0.912598051342879,0.137111111111111,0.0231111111111111,0.4,0,0,0
"spat_km___13",20,5.15,26.6,22.1,0.35,0.142857142857143,0,39.3,0.661691203554891,0.958928571428571,0.115555555555556,0.104166666666667,0.45,0,0,0
"spat_cp3___138",15,5.6,28.4666666666667,21.0666666666667,0.4,0.166666666666667,0,49.2,0.557133900361356,0.916072374895904,0.126296296296296,0.0833333333333333,0.466666666666667,0.285714285714286,1,1
"spat_ksn2___63",21,5.76190476190476,30.5238095238095,21.8571428571429,0.523809523809524,0.363636363636364,0,48.952380952381,0.601830056233443,0.842015861411362,0.224338624338624,0.0724867724867725,0.523809523809524,0.0909090909090909,0.5,0.5
"spat_cm2___8",26,5.23076923076923,30.5,19.4615384615385,0.346153846153846,0.333333333333333,0,59.9615384615385,0.475507552598271,0.859171099555715,0.162393162393162,0.0290598290598291,0.538461538461538,0.0714285714285714,0,0
"spat_kg___86",19,5.05263157894737,28.1578947368421,22.2631578947368,0.31578947368421,0,0,44.5789473684211,0.47697025308403,0.915127492644655,0.0862573099415205,0.0625730994152047,0.368421052631579,0.285714285714286,0,0
"spat_cm2___9",17,5.05882352941176,34.5294117647059,21.5882352941176,0.352941176470588,0.5,0.666666666666667,46.2352941176471,0.409232537824591,0.953297682709447,0.217647058823529,0.0287581699346405,0.470588235294118,0.125,0,0
"spat_haider1___127",9,5.44444444444444,29.6666666666667,21.4444444444444,0,0,0,33.4444444444444,0.468922943135415,0.902454780361757,0.0561728395061728,0.175925925925926,0.444444444444444,0.25,0,0
"spat_slm1___31",14,5,28.1428571428571,24.1428571428571,0.357142857142857,0.2,0,33.8571428571429,0.629065005903705,0.91875,0.242063492063492,0.121031746031746,0.5,0,1,1
"spat_cc1___130",20,5.85,29.25,23.6,0.35,0.428571428571429,0,48.45,0.563763894466592,0.916806722689076,0.0997222222222222,0.0363888888888889,0.45,0,0.333333333333333,0
"spat_baha1___188",11,5.27272727272727,30.1818181818182,22.5454545454545,0.363636363636364,0.25,0,54.3636363636364,0.494854046636148,0.945454545454545,0.214141414141414,0,0.454545454545455,0,0,0
"spat_kg___87",21,4.95238095238095,29.6666666666667,22.047619047619,0.523809523809524,0.363636363636364,0.25,38.4761904761905,0.499810232186167,0.930659568175096,0.213492063492063,0.012962962962963,0.380952380952381,0,0.25,1
"spat_sb3___91",15,5.46666666666667,29.2666666666667,23,0.333333333333333,0.2,0,42.4,0.599494520904916,0.862419062419062,0.190740740740741,0.0840740740740741,0.266666666666667,0,0,0
"spat_cc1___131",24,5.04166666666667,32.5416666666667,21.2916666666667,0.208333333333333,0.4,0.5,49.0833333333333,0.503860229765995,0.84526784073155,0.258333333333333,0.0719907407407407,0.458333333333333,0,0,0
"spat_km___12",11,5.45454545454545,29.3636363636364,22.6363636363636,0.363636363636364,0.5,0,58.1818181818182,0.480495997578076,0.798006946613758,0.310606060606061,0,0.454545454545455,0,0.5,1
"spat_cp2___100",14,5.14285714285714,29.0714285714286,23.9285714285714,0.428571428571429,0.5,0,55.2857142857143,0.446093822451164,0.851840196267441,0.14484126984127,0.0468253968253968,0.428571428571429,0,1,1
"spat_dk5___71",17,4.52941176470588,30.5882352941176,20.3529411764706,0.235294117647059,0.5,0,28.7058823529412,0.707616945175619,0.955033936651584,0.280065359477124,0.131372549019608,0.352941176470588,0.166666666666667,0.5,1
"spat_loni1___122",17,5.47058823529412,27.8235294117647,23.8235294117647,0.352941176470588,0.5,0,52.4117647058824,0.598574162793465,0.92583889662746,0.163071895424837,0.053921568627451,0.235294117647059,0,0.333333333333333,0
"spat_mkt1___113",16,5.5625,31.375,21.8125,0.375,0.333333333333333,0,48.125,0.458015961855293,0.860345536816125,0.237847222222222,0.109722222222222,0.5,0,0,0
"spat_baha1___123",29,4.62068965517241,27.5172413793103,21.9655172413793,0.482758620689655,0.428571428571429,0.166666666666667,43.6551724137931,0.638997615892812,0.837606837703704,0.242911877394636,0.0316091954022989,0.379310344827586,0,0.333333333333333,1
"spat_km___14",13,5.38461538461539,30.9230769230769,22.2307692307692,0.153846153846154,0.5,0,45.9230769230769,0.42087166967781,0.814889788573999,0.157692307692308,0.0790598290598291,0.615384615384615,0.125,0,0
"spat_dk4___70",20,4.85,32.85,23.7,0.35,0,0,44.45,0.637299002627346,0.873012663012663,0.244444444444444,0.08,0.4,0,0,0
"spat_shah1___141",14,4.64285714285714,26.4285714285714,24,0.214285714285714,0.333333333333333,0,47.2857142857143,0.476188598509673,0.89556277056277,0.224206349206349,0.167460317460317,0.357142857142857,0,0,0
"spat_shah1___179",11,4.54545454545455,31.2727272727273,24.5454545454545,0.181818181818182,0.5,0,42.9090909090909,0.585141429897257,0.870995670995671,0.122222222222222,0,0.363636363636364,0.25,1,1
"spat_muku1___128",10,4.5,35.5,23.2,0.4,0.5,0.5,44.8,0.570519186429512,0.870798319327731,0.188333333333333,0,0.3,0,1,0.5
"spat_sultan1___197",10,4.7,34.2,22.8,0.3,0,0,44.9,0.618152027617269,0.996969696969697,0.111111111111111,0,0.5,0,0,0
"spat_mp1___198",15,6.13333333333333,30.4666666666667,24,0.266666666666667,0.25,0,52.2,0.441207153668447,0.962962962962963,0.268148148148148,0.0851851851851852,0.266666666666667,0.25,0,0
"spat_khajuri1___200",10,5.8,27.3,23.9,0.5,0.2,0,47.8,0.479327826292707,0.909807692307692,0.113333333333333,0.0833333333333333,0.4,0,0,0
"spat_shrasti_park1___150",11,4.90909090909091,33,19.8181818181818,0.181818181818182,0.5,0,39.8181818181818,0.626614433303065,0.644574083076757,0.0833333333333333,0.0116161616161616,0.454545454545455,0.2,0,0
"other",NA,0,29.6666666666667,23.0333333333333,0.266666666666667,0.125,1,53.2,0.548794213109288,0.962379664509482,0.244444444444444,0.0298148148148148,0.433333333333333,0,0,0
